x,y,z,nx,ny,nz
1.63813,2.03837,2.23375,0.46497,-4.31983,-0.639551
1.64251,2.03062,2.27441,0.445293,-4.33248,-0.641667
1.64731,2.02267,2.31513,0.426401,-4.34859,-0.644128
1.65253,2.01451,2.35591,0.408294,-4.36816,-0.646933
1.65819,2.00615,2.39676,0.390973,-4.39119,-0.650082
1.66427,1.99759,2.43766,0.374438,-4.41767,-0.653575
1.67078,1.98883,2.47862,0.358688,-4.44762,-0.657413
1.67772,1.97986,2.51965,0.343723,-4.48103,-0.661594
1.68448,1.97086,2.56062,0.329162,-4.51569,-0.666019
1.69043,1.962,2.6014,0.314624,-4.54941,-0.670585
1.69559,1.95327,2.64201,0.300108,-4.58219,-0.675292
1.69996,1.94468,2.68245,0.285615,-4.61402,-0.68014
1.70352,1.93622,2.7227,0.271144,-4.64491,-0.68513
1.70629,1.9279,2.76277,0.256695,-4.67485,-0.690261
1.70827,1.91971,2.80267,0.242269,-4.70386,-0.695533
1.70945,1.91166,2.84239,0.227865,-4.73191,-0.700947
1.70983,1.90375,2.88193,0.213484,-4.75903,-0.706501
1.70941,1.89597,2.92129,0.199125,-4.7852,-0.712198
1.7082,1.88832,2.96047,0.184788,-4.81043,-0.718035
1.70619,1.88081,2.99948,0.170474,-4.83471,-0.724014
1.70339,1.87344,3.0383,0.156183,-4.85805,-0.730134
1.69979,1.8662,3.07695,0.141914,-4.88045,-0.736395
1.69539,1.8591,3.11542,0.127667,-4.9019,-0.742798
1.6902,1.85213,3.15371,0.113443,-4.92241,-0.749342
1.6842,1.8453,3.19182,0.099241,-4.94198,-0.756028
1.67742,1.8386,3.22976,0.0850617,-4.9606,-0.762854
1.66983,1.83204,3.26751,0.0709047,-4.97828,-0.769822
1.66145,1.82561,3.30509,0.0567702,-4.99501,-0.776931
1.65228,1.81932,3.34249,0.0426581,-5.0108,-0.784182
1.6423,1.81317,3.37971,0.0285684,-5.02565,-0.791574
1.63153,1.80715,3.41675,0.0145012,-5.03956,-0.799107
1.61997,1.80126,3.45361,0.00045644,-5.05252,-0.806781
1.60761,1.79551,3.4903,-0.0135659,-5.06454,-0.814597
1.59503,1.79004,3.52679,-0.0255832,-5.0739,-0.820753
1.58281,1.78497,3.56305,-0.0336127,-5.07891,-0.823449
1.57096,1.78032,3.5991,-0.0376546,-5.07955,-0.822686
1.55947,1.77608,3.63493,-0.0377087,-5.07584,-0.818462
1.54834,1.77225,3.67054,-0.0337751,-5.06776,-0.810778
1.53758,1.76883,3.70592,-0.0258538,-5.05532,-0.799634
1.52718,1.76582,3.74109,-0.0139448,-5.03853,-0.785029
1.51714,1.76322,3.77604,0.00195194,-5.01737,-0.766965
1.50746,1.76104,3.81077,0.0218364,-4.99185,-0.745441
1.49815,1.75926,3.84528,0.0457086,-4.96198,-0.720456
1.4892,1.7579,3.87957,0.0735684,-4.92774,-0.692012
1.48062,1.75695,3.91365,0.105416,-4.88914,-0.660107
1.4724,1.75641,3.9475,0.141251,-4.84618,-0.624742
1.46454,1.75628,3.98113,0.181074,-4.79887,-0.585918
1.45704,1.75656,4.01454,0.224885,-4.74719,-0.543633
1.44991,1.75726,4.04773,0.272684,-4.69115,-0.497888
1.44314,1.75836,4.08071,0.32447,-4.63075,-0.448683
1.43673,1.75988,4.11346,0.380244,-4.56599,-0.396018
1.43069,1.7618,4.146,0.440005,-4.49687,-0.339892
1.42501,1.76414,4.17831,0.503755,-4.42339,-0.280307
1.41969,1.76689,4.21041,0.571492,-4.34555,-0.217262
1.41474,1.77005,4.24228,0.643216,-4.26335,-0.150756
1.41015,1.77362,4.27394,0.718929,-4.17679,-0.0807907
1.40592,1.7776,4.30538,0.798629,-4.08587,-0.00736507
1.70538,2.2469,0.516481,1.51978,-4.54179,-1.22179
1.70404,2.23853,0.556056,1.48909,-4.58991,-1.17968
1.7026,2.23035,0.595631,1.45886,-4.63433,-1.13912
1.70105,2.22237,0.635206,1.42907,-4.67503,-1.10013
1.69941,2.21459,0.674781,1.39975,-4.71202,-1.0627
1.69767,2.207,0.714355,1.37087,-4.74531,-1.02682
1.69582,2.19962,0.75393,1.34245,-4.77488,-0.992502
1.69388,2.19243,0.793504,1.31449,-4.80074,-0.959743
1.69183,2.18543,0.833078,1.28698,-4.8229,-0.928543
1.68969,2.17864,0.872652,1.25992,-4.84134,-0.898901
1.68744,2.17204,0.912226,1.23332,-4.85607,-0.870819
1.6851,2.16564,0.9518,1.20718,-4.8671,-0.844295
1.68265,2.15943,0.991374,1.18148,-4.87441,-0.81933
1.6801,2.15343,1.03095,1.15624,-4.87801,-0.795923
1.67745,2.14762,1.07052,1.13146,-4.87791,-0.774076
1.67471,2.14201,1.1101,1.10713,-4.87409,-0.753787
1.67186,2.13659,1.14967,1.08325,-4.86656,-0.735057
1.66891,2.13138,1.18924,1.05983,-4.85533,-0.717885
1.66586,2.12636,1.22881,1.03687,-4.84038,-0.702272
1.66271,2.12153,1.26839,1.01435,-4.82172,-0.688218
1.65946,2.11691,1.30796,0.992296,-4.79935,-0.675723
1.65611,2.11248,1.34753,0.970693,-4.77328,-0.664787
1.65266,2.10825,1.38711,0.949544,-4.74349,-0.655409
1.64911,2.10422,1.42668,0.928849,-4.70999,-0.64759
1.64546,2.10038,1.46625,0.908608,-4.67278,-0.641329
1.64171,2.09674,1.50582,0.888822,-4.63186,-0.636628
1.63812,2.09309,1.54542,0.869048,-4.59053,-0.632901
1.63496,2.0892,1.58508,0.848844,-4.55209,-0.629563
1.63223,2.08507,1.6248,0.828211,-4.51654,-0.626616
1.62993,2.08071,1.66457,0.807148,-4.48387,-0.624059
1.62806,2.07612,1.7044,0.785655,-4.45409,-0.621892
1.62662,2.0713,1.74429,0.763732,-4.4272,-0.620115
1.6256,2.06624,1.78423,0.74138,-4.40319,-0.618728
1.62502,2.06094,1.82424,0.718597,-4.38207,-0.617731
1.62487,2.05541,1.8643,0.695385,-4.36384,-0.617124
1.62514,2.04965,1.90441,0.671744,-4.3485,-0.616907
1.62585,2.04365,1.94459,0.647672,-4.33604,-0.61708
1.62698,2.03742,1.98482,0.623171,-4.32647,-0.617643
1.62854,2.03096,2.02511,0.59824,-4.31979,-0.618596
1.63053,2.02426,2.06545,0.572879,-4.316,-0.61994
1.63295,2.01733,2.10586,0.547089,-4.31509,-0.621673
1.6358,2.01016,2.14632,0.520868,-4.31707,-0.623796
1.63908,2.00276,2.18683,0.494218,-4.32194,-0.626309
1.64279,1.99513,2.22741,0.467139,-4.32969,-0.629213
1.64693,1.98726,2.26804,0.439629,-4.34033,-0.632506
1.6515,1.97916,2.30873,0.41169,-4.35386,-0.63619
1.65649,1.97082,2.34948,0.383321,-4.37028,-0.640263
1.66192,1.96225,2.39028,0.354522,-4.38958,-0.644726
1.66777,1.95344,2.43114,0.325293,-4.41177,-0.64958
1.67406,1.94441,2.47206,0.295635,-4.43685,-0.654824
1.68077,1.93513,2.51304,0.265547,-4.46482,-0.660457
1.6873,1.92582,2.55395,0.235631,-4.4939,-0.666273
1.69304,1.91664,2.59469,0.206491,-4.52232,-0.672063
1.69798,1.90761,2.63525,0.178125,-4.55008,-0.677828
1.70214,1.89872,2.67563,0.150534,-4.57718,-0.683567
1.7055,1.88998,2.71583,0.123717,-4.60362,-0.689281
1.70807,1.88138,2.75585,0.0976759,-4.6294,-0.694969
1.70984,1.87292,2.79569,0.0724093,-4.65453,-0.700631
1.71083,1.86461,2.83535,0.0479175,-4.67899,-0.706268
1.71102,1.85644,2.87484,0.0242005,-4.70279,-0.711879
1.71041,1.84841,2.91414,0.00125844,-4.72594,-0.717465
1.70902,1.84053,2.95327,-0.0209088,-4.74842,-0.723025
1.70683,1.83279,2.99221,-0.0423013,-4.77024,-0.72856
1.70385,1.82519,3.03098,-0.0629189,-4.79141,-0.734069
1.70008,1.81774,3.06957,-0.0827617,-4.81191,-0.739552
1.69552,1.81043,3.10798,-0.10183,-4.83176,-0.74501
1.69016,1.80326,3.14621,-0.120123,-4.85095,-0.750443
1.68401,1.79624,3.18426,-0.137641,-4.86947,-0.75585
1.67707,1.78936,3.22214,-0.154385,-4.88734,-0.761231
1.66934,1.78262,3.25983,-0.170353,-4.90455,-0.766587
1.66081,1.77603,3.29734,-0.185547,-4.9211,-0.771917
1.65149,1.76958,3.33468,-0.199966,-4.93699,-0.777221
1.64138,1.76328,3.37184,-0.21361,-4.95221,-0.7825
1.63047,1.75712,3.40882,-0.22648,-4.96678,-0.787754
1.61878,1.7511,3.44562,-0.238574,-4.98069,-0.792982
1.60629,1.74522,3.48224,-0.249894,-4.99394,-0.798184
1.5936,1.73964,3.51867,-0.258858,-5.00489,-0.801837
1.58132,1.73452,3.55492,-0.263887,-5.01187,-0.802417
1.56944,1.72985,3.59099,-0.26498,-5.01489,-0.799924
1.55797,1.72563,3.62686,-0.262136,-5.01395,-0.794358
1.54689,1.72186,3.66255,-0.255358,-5.00906,-0.78572
1.53622,1.71855,3.69806,-0.244643,-5.0002,-0.774008
1.52596,1.71569,3.73337,-0.229993,-4.98738,-0.759223
1.51609,1.71328,3.7685,-0.211406,-4.97061,-0.741365
1.50663,1.71133,3.80344,-0.188884,-4.94988,-0.720434
1.49757,1.70983,3.8382,-0.162427,-4.92518,-0.69643
1.48891,1.70878,3.87277,-0.132033,-4.89653,-0.669353
1.48066,1.70818,3.90715,-0.0977035,-4.86392,-0.639203
1.47281,1.70804,3.94134,-0.0594383,-4.82735,-0.60598
1.46536,1.70835,3.97535,-0.0172372,-4.78682,-0.569684
1.45831,1.70911,4.00917,0.0288996,-4.74233,-0.530315
1.45167,1.71033,4.04281,0.0789722,-4.69388,-0.487873
1.44543,1.712,4.07625,0.132981,-4.64147,-0.442358
1.43959,1.71412,4.10951,0.190925,-4.5851,-0.393771
1.43416,1.71669,4.14259,0.252805,-4.52477,-0.34211
1.42912,1.71972,4.17547,0.318621,-4.46049,-0.287376
1.42449,1.7232,4.20817,0.388372,-4.39224,-0.229569
1.42027,1.72713,4.24069,0.46206,-4.32004,-0.168689
1.41644,1.73152,4.27301,0.539683,-4.24387,-0.104736
1.41302,1.73636,4.30515,0.621242,-4.16375,-0.03771
1.71919,2.2014,0.504613,1.24256,-4.55859,-1.15179
1.71756,2.19261,0.544593,1.21447,-4.59312,-1.11299
1.71583,2.18406,0.584557,1.18733,-4.62484,-1.07563
1.714,2.17573,0.624507,1.16113,-4.65376,-1.03971
1.71209,2.16763,0.664441,1.13588,-4.67988,-1.00522
1.71008,2.15976,0.70436,1.11158,-4.70318,-0.972173
1.70798,2.15212,0.744264,1.08822,-4.72369,-0.940561
1.70578,2.14471,0.784153,1.06581,-4.74138,-0.910386
1.70349,2.13754,0.824027,1.04434,-4.75627,-0.881648
1.70111,2.13059,0.863886,1.02382,-4.76836,-0.854347
1.69863,2.12387,0.90373,1.00425,-4.77764,-0.828482
1.69606,2.11738,0.943559,0.985622,-4.78411,-0.804055
1.6934,2.11112,0.983372,0.96794,-4.78778,-0.781064
1.69064,2.10509,1.02317,0.951205,-4.78865,-0.75951
1.68779,2.09929,1.06295,0.935415,-4.7867,-0.739393
1.68485,2.09373,1.10272,0.920571,-4.78195,-0.720713
1.68181,2.08839,1.14248,0.906674,-4.7744,-0.70347
1.67868,2.08328,1.18221,0.893722,-4.76404,-0.687664
1.67545,2.0784,1.22194,0.881717,-4.75087,-0.673294
1.67214,2.07375,1.26164,0.870658,-4.7349,-0.660362
1.66873,2.06933,1.30134,0.860545,-4.71613,-0.648866
1.66522,2.06514,1.34102,0.851377,-4.69454,-0.638807
1.66162,2.06118,1.38068,0.843156,-4.67016,-0.630185
1.65793,2.05745,1.42033,0.835881,-4.64296,-0.623
1.65415,2.05395,1.45996,0.829552,-4.61296,-0.617252
1.65027,2.05068,1.49958,0.824169,-4.58016,-0.61294
1.64656,2.0474,1.53921,0.818437,-4.54711,-0.609565
1.64326,2.04386,1.5789,0.81106,-4.51637,-0.606626
1.64038,2.04005,1.61864,0.802037,-4.48796,-0.604123
1.63792,2.03599,1.65844,0.79137,-4.46185,-0.602055
1.63588,2.03166,1.69829,0.779058,-4.43807,-0.600424
1.63426,2.02708,1.73819,0.765101,-4.41659,-0.599228
1.63306,2.02223,1.77815,0.749498,-4.39744,-0.598468
1.63228,2.01713,1.81816,0.732251,-4.3806,-0.598144
1.63191,2.01176,1.85822,0.713359,-4.36607,-0.598256
1.63197,2.00614,1.89833,0.692822,-4.35386,-0.598803
1.63244,2.00025,1.9385,0.67064,-4.34397,-0.599787
1.63333,1.99411,1.97872,0.646813,-4.33639,-0.601206
1.63464,1.9877,2.019,0.621341,-4.33113,-0.603061
1.63637,1.98104,2.05933,0.594224,-4.32819,-0.605352
1.63852,1.97411,2.09971,0.565462,-4.32755,-0.608079
1.64108,1.96693,2.14014,0.535056,-4.32924,-0.611242
1.64407,1.95948,2.18063,0.503004,-4.33324,-0.61484
1.64747,1.95178,2.22117,0.469307,-4.33956,-0.618875
1.6513,1.94382,2.26176,0.433965,-4.34819,-0.623345
1.65554,1.93559,2.30241,0.396979,-4.35914,-0.628251
1.6602,1.92711,2.34311,0.358347,-4.3724,-0.633593
1.66528,1.91836,2.38386,0.31807,-4.38798,-0.639371
1.67078,1.90936,2.42467,0.276149,-4.40587,-0.645585
1.6767,1.90009,2.46553,0.232582,-4.42608,-0.652235
1.68303,1.89057,2.50644,0.187371,-4.44861,-0.65932
1.68919,1.88099,2.54729,0.1421,-4.47211,-0.666527
1.69456,1.87155,2.58796,0.0983572,-4.49523,-0.673542
1.69915,1.86227,2.62846,0.0561412,-4.51797,-0.680364
1.70297,1.85313,2.66877,0.0154525,-4.54034,-0.686994
1.706,1.84415,2.70891,-0.023709,-4.56233,-0.693431
1.70825,1.83531,2.74887,-0.0613432,-4.58395,-0.699676
1.70972,1.82662,2.78866,-0.0974503,-4.6052,-0.705729
1.7104,1.81808,2.82826,-0.13203,-4.62606,-0.711589
1.71031,1.80969,2.86769,-0.165083,-4.64656,-0.717257
1.70944,1.80145,2.90694,-0.196608,-4.66667,-0.722732
1.70778,1.79335,2.94601,-0.226606,-4.68641,-0.728015
1.70535,1.78541,2.9849,-0.255077,-4.70578,-0.733106
1.70213,1.77761,3.02362,-0.282021,-4.72477,-0.738004
1.69813,1.76996,3.06216,-0.307437,-4.74338,-0.742709
1.69335,1.76246,3.10052,-0.331327,-4.76162,-0.747223
1.68779,1.75511,3.1387,-0.353689,-4.77948,-0.751543
1.68145,1.74791,3.1767,-0.374523,-4.79697,-0.755672
1.67433,1.74085,3.21453,-0.393831,-4.81408,-0.759608
1.66643,1.73395,3.25218,-0.411611,-4.83082,-0.763351
1.65774,1.72719,3.28965,-0.427864,-4.84718,-0.766902
1.64828,1.72058,3.32694,-0.44259,-4.86317,-0.770261
1.63803,1.71412,3.36406,-0.455789,-4.87878,-0.773427
1.627,1.70781,3.401,-0.46746,-4.89401,-0.776401
1.6152,1.70165,3.43775,-0.477605,-4.90887,-0.779182
1.60261,1.69563,3.47434,-0.486222,-4.92335,-0.781771
1.58985,1.68994,3.51075,-0.492133,-4.93587,-0.782921
1.57753,1.68474,3.547,-0.494161,-4.94483,-0.781385
1.56566,1.68002,3.5831,-0.492304,-4.95023,-0.777163
1.55422,1.6758,3.61904,-0.486564,-4.95207,-0.770255
1.54323,1.67207,3.65482,-0.47694,-4.95035,-0.760661
1.53268,1.66883,3.69044,-0.463432,-4.94508,-0.748382
1.52258,1.66607,3.72591,-0.44604,-4.93624,-0.733416
1.51291,1.66381,3.76122,-0.424765,-4.92385,-0.715764
1.50369,1.66204,3.79636,-0.399605,-4.9079,-0.695427
1.4949,1.66076,3.83135,-0.370562,-4.88839,-0.672404
1.48656,1.65997,3.86619,-0.337634,-4.86532,-0.646694
1.47866,1.65967,3.90086,-0.300823,-4.8387,-0.618299
1.47121,1.65986,3.93538,-0.260128,-4.80851,-0.587218
1.46419,1.66054,3.96974,-0.215549,-4.77477,-0.553451
1.45762,1.66172,4.00394,-0.167086,-4.73747,-0.516998
1.45149,1.66338,4.03798,-0.114739,-4.69661,-0.477859
1.4458,1.66553,4.07186,-0.0585086,-4.65219,-0.436034
1.44055,1.66817,4.10559,0.00160596,-4.60421,-0.391523
1.43575,1.67131,4.13915,0.0656044,-4.55268,-0.344327
1.43138,1.67493,4.17256,0.133487,-4.49758,-0.294444
1.42746,1.67904,4.20582,0.205253,-4.43893,-0.241876
1.42398,1.68365,4.23891,0.280903,-4.37672,-0.186621
1.42094,1.68874,4.27184,0.360437,-4.31095,-0.128681
1.41835,1.69433,4.30462,0.443855,-4.24163,-0.0680549
1.73023,2.15573,0.493445,0.96534,-4.57539,-1.08178
1.72833,2.14667,0.533796,0.939854,-4.59632,-1.0463
1.72634,2.13785,0.574118,0.915805,-4.61536,-1.01213
1.72428,2.1293,0.614412,0.893195,-4.63249,-0.979284
1.72213,2.12099,0.654676,0.872022,-4.64773,-0.947748
1.7199,2.11294,0.694912,0.852287,-4.66106,-0.917526
1.71759,2.10514,0.735118,0.833989,-4.67249,-0.88862
1.71519,2.0976,0.775296,0.81713,-4.68202,-0.861029
1.71272,2.09031,0.815445,0.801708,-4.68965,-0.834753
1.71016,2.08327,0.855566,0.787724,-4.69538,-0.809792
1.70753,2.07649,0.895657,0.775178,-4.6992,-0.786146
1.70481,2.06995,0.935719,0.764069,-4.70113,-0.763814
1.70201,2.06368,0.975753,0.754398,-4.70115,-0.742798
1.69913,2.05765,1.01576,0.746165,-4.69928,-0.723097
1.69616,2.05188,1.05573,0.73937,-4.6955,-0.704711
1.69312,2.04637,1.09568,0.734013,-4.68982,-0.68764
1.68999,2.0411,1.1356,0.730093,-4.68224,-0.671884
1.68678,2.03609,1.17549,0.727611,-4.67275,-0.657442
1.6835,2.03134,1.21535,0.726567,-4.66137,-0.644316
1.68012,2.02684,1.25518,0.726961,-4.64809,-0.632505
1.67667,2.02259,1.29498,0.728793,-4.6329,-0.622009
1.67314,2.01859,1.33476,0.732062,-4.61581,-0.612828
1.66952,2.01485,1.3745,0.736769,-4.59683,-0.604961
1.66583,2.01136,1.41422,0.742914,-4.57594,-0.59841
1.66205,2.00812,1.45391,0.750496,-4.55315,-0.593174
1.65819,2.00514,1.49356,0.759517,-4.52845,-0.589253
1.65449,2.00215,1.53323,0.767826,-4.50368,-0.58623
1.65118,1.99887,1.57295,0.773275,-4.48066,-0.583689
1.64827,1.99531,1.61272,0.775863,-4.45938,-0.581629
1.64576,1.99148,1.65253,0.775592,-4.43984,-0.580051
1.64364,1.98736,1.69239,0.772461,-4.42204,-0.578955
1.64192,1.98296,1.7323,0.766469,-4.40599,-0.578341
1.64059,1.97829,1.77226,0.757617,-4.39169,-0.578208
1.63967,1.97333,1.81227,0.745905,-4.37912,-0.578557
1.63913,1.96809,1.85233,0.731333,-4.36831,-0.579387
1.639,1.96257,1.89244,0.7139,-4.35923,-0.580699
1.63926,1.95677,1.93259,0.693608,-4.3519,-0.582493
1.63992,1.9507,1.97279,0.670455,-4.34631,-0.584769
1.64097,1.94434,2.01304,0.644442,-4.34247,-0.587526
1.64242,1.9377,2.05334,0.615569,-4.34037,-0.590765
1.64426,1.93078,2.09369,0.583836,-4.34002,-0.594485
1.64651,1.92358,2.13409,0.549243,-4.34141,-0.598688
1.64914,1.9161,2.17454,0.511789,-4.34454,-0.603372
1.65218,1.90834,2.21503,0.471475,-4.34942,-0.608537
1.65561,1.90029,2.25557,0.428301,-4.35604,-0.614184
1.65944,1.89197,2.29617,0.382267,-4.36441,-0.620313
1.66366,1.88337,2.33681,0.333373,-4.37452,-0.626924
1.66828,1.87449,2.37749,0.281619,-4.38637,-0.634016
1.6733,1.86533,2.41823,0.227004,-4.39997,-0.64159
1.67871,1.85588,2.45902,0.169529,-4.41531,-0.649646
1.68452,1.84616,2.49985,0.109195,-4.4324,-0.658183
1.69014,1.83637,2.54062,0.0485693,-4.45031,-0.666781
1.695,1.82674,2.58122,-0.00977622,-4.46813,-0.67502
1.69911,1.81725,2.62164,-0.0658422,-4.48586,-0.6829
1.70245,1.80792,2.66189,-0.119628,-4.5035,-0.690421
1.70502,1.79873,2.70196,-0.171135,-4.52105,-0.697582
1.70684,1.7897,2.74185,-0.220362,-4.5385,-0.704384
1.70789,1.78082,2.78157,-0.26731,-4.55587,-0.710827
1.70818,1.77209,2.82112,-0.311978,-4.57314,-0.71691
1.70771,1.76351,2.86049,-0.354366,-4.59032,-0.722635
1.70648,1.75508,2.89969,-0.394474,-4.60741,-0.728
1.70449,1.7468,2.93871,-0.432303,-4.62441,-0.733005
1.70173,1.73867,2.97755,-0.467853,-4.64131,-0.737651
1.69821,1.73069,3.01622,-0.501123,-4.65813,-0.741938
1.69393,1.72287,3.05472,-0.532113,-4.67485,-0.745866
1.68889,1.7152,3.09304,-0.560823,-4.69148,-0.749435
1.68309,1.70767,3.13118,-0.587254,-4.70802,-0.752644
1.67652,1.7003,3.16915,-0.611406,-4.72447,-0.755494
1.66919,1.69308,3.20694,-0.633277,-4.74083,-0.757984
1.6611,1.68601,3.24456,-0.652869,-4.75709,-0.760116
1.65225,1.67909,3.28201,-0.670182,-4.77326,-0.761888
1.64264,1.67232,3.31928,-0.685214,-4.78935,-0.763301
1.63226,1.6657,3.35637,-0.697968,-4.80534,-0.764354
1.62112,1.65923,3.39329,-0.708441,-4.82124,-0.765048
1.60923,1.65292,3.43003,-0.716635,-4.83705,-0.765383
1.59656,1.64675,3.4666,-0.72255,-4.85276,-0.765359
1.58376,1.64093,3.50301,-0.725408,-4.86685,-0.764005
1.57144,1.63562,3.5393,-0.724435,-4.87779,-0.760353
1.5596,1.63084,3.57544,-0.719629,-4.88557,-0.754402
1.54824,1.62659,3.61146,-0.710992,-4.89019,-0.746152
1.53735,1.62286,3.64734,-0.698523,-4.89165,-0.735603
1.52695,1.61965,3.68309,-0.682221,-4.88995,-0.722756
1.51703,1.61697,3.7187,-0.662088,-4.8851,-0.707609
1.50759,1.61481,3.75419,-0.638123,-4.87709,-0.690164
1.49864,1.61317,3.78954,-0.610326,-4.86592,-0.67042
1.49016,1.61206,3.82475,-0.578697,-4.8516,-0.648377
1.48216,1.61147,3.85983,-0.543236,-4.83411,-0.624035
1.47464,1.61141,3.89478,-0.503943,-4.81347,-0.597395
1.4676,1.61187,3.9296,-0.460818,-4.78967,-0.568456
1.46105,1.61286,3.96428,-0.413861,-4.76272,-0.537217
1.45497,1.61437,3.99883,-0.363072,-4.73261,-0.50368
1.44937,1.6164,4.03325,-0.308451,-4.69934,-0.467844
1.44426,1.61895,4.06753,-0.249998,-4.66291,-0.42971
1.43962,1.62204,4.10168,-0.187713,-4.62332,-0.389276
1.43547,1.62564,4.1357,-0.121596,-4.58058,-0.346544
1.43179,1.62977,4.16958,-0.0516473,-4.53468,-0.301513
1.4286,1.63442,4.20334,0.0221334,-4.48562,-0.254183
1.42589,1.6396,4.23695,0.0997462,-4.43341,-0.204554
1.42365,1.6453,4.27044,0.181191,-4.37803,-0.152626
1.4219,1.65152,4.30379,0.266467,-4.3195,-0.0983998
1.7385,2.10989,0.482978,0.688118,-4.59219,-1.01178
1.73635,2.10069,0.523667,0.665234,-4.59953,-0.979613
1.73414,2.09175,0.564315,0.64428,-4.60588,-0.94864
1.73187,2.08308,0.604921,0.625255,-4.61123,-0.91886
1.72953,2.07467,0.645486,0.608159,-4.61558,-0.890274
1.72712,2.06654,0.68601,0.592993,-4.61894,-0.86288
1.72466,2.05867,0.726492,0.579757,-4.6213,-0.83668
1.72212,2.05107,0.766933,0.56845,-4.62266,-0.811672
1.71952,2.04374,0.807332,0.559072,-4.62303,-0.787858
1.71686,2.03668,0.84769,0.551624,-4.6224,-0.765237
1.71413,2.02989,0.888007,0.546105,-4.62077,-0.743809
1.71134,2.02336,0.928282,0.542516,-4.61814,-0.723574
1.70848,2.0171,0.968516,0.540857,-4.61452,-0.704532
1.70556,2.01111,1.00871,0.541126,-4.60991,-0.686684
1.70258,2.00538,1.04886,0.543326,-4.60429,-0.670028
1.69953,1.99993,1.08897,0.547454,-4.59768,-0.654566
1.69641,1.99474,1.12904,0.553513,-4.59007,-0.640297
1.69323,1.98982,1.16907,0.5615,-4.58147,-0.627221
1.68999,1.98517,1.20905,0.571418,-4.57187,-0.615338
1.68668,1.98079,1.24899,0.583264,-4.56127,-0.604648
1.6833,1.97667,1.2889,0.597041,-4.54967,-0.595152
1.67986,1.97283,1.32876,0.612746,-4.53708,-0.586848
1.67636,1.96925,1.36858,0.630381,-4.52349,-0.579738
1.67279,1.96593,1.40836,0.649946,-4.50891,-0.57382
1.66916,1.96289,1.44809,0.67144,-4.49333,-0.569096
1.66546,1.96012,1.48779,0.694864,-4.47675,-0.565565
1.66191,1.95733,1.52749,0.717215,-4.46026,-0.562895
1.65872,1.95424,1.56723,0.73549,-4.44494,-0.560752
1.6559,1.95086,1.60701,0.74969,-4.43079,-0.559136
1.65343,1.94719,1.64684,0.759814,-4.41782,-0.558048
1.65133,1.94322,1.68671,0.765863,-4.40602,-0.557487
1.64959,1.93896,1.72663,0.767837,-4.39539,-0.557454
1.64821,1.9344,1.76658,0.765736,-4.38593,-0.557948
1.64719,1.92955,1.80659,0.759559,-4.37765,-0.55897
1.64654,1.9244,1.84663,0.749306,-4.37054,-0.560519
1.64624,1.91895,1.88672,0.734979,-4.3646,-0.562596
1.64631,1.91322,1.92685,0.716576,-4.35983,-0.5652
1.64674,1.90718,1.96703,0.694097,-4.35624,-0.568332
1.64753,1.90085,2.00725,0.667543,-4.35381,-0.571991
1.64868,1.89423,2.04751,0.636914,-4.35256,-0.576178
1.65019,1.88731,2.08782,0.60221,-4.35249,-0.580892
1.65207,1.8801,2.12817,0.56343,-4.35358,-0.586133
1.65431,1.87259,2.16856,0.520574,-4.35585,-0.591903
1.6569,1.86479,2.209,0.473644,-4.35929,-0.598199
1.65986,1.85669,2.24948,0.422638,-4.3639,-0.605023
1.66319,1.8483,2.29,0.367556,-4.36968,-0.612375
1.66687,1.83962,2.33057,0.308399,-4.37664,-0.620254
1.67091,1.83063,2.37118,0.245167,-4.38477,-0.628661
1.67532,1.82136,2.41184,0.17786,-4.39407,-0.637595
1.68009,1.81178,2.45253,0.106477,-4.40455,-0.647057
1.68522,1.80192,2.49328,0.0310184,-4.41619,-0.657046
1.69016,1.79198,2.53396,-0.0449616,-4.42852,-0.667035
1.69437,1.78219,2.57446,-0.11791,-4.44104,-0.676499
1.69784,1.77255,2.6148,-0.187826,-4.45376,-0.685437
1.70057,1.76306,2.65497,-0.25471,-4.46666,-0.693848
1.70258,1.75373,2.69496,-0.318561,-4.47976,-0.701733
1.70384,1.74454,2.73479,-0.379381,-4.49305,-0.709092
1.70437,1.7355,2.77444,-0.437169,-4.50654,-0.715925
1.70417,1.72662,2.81392,-0.491925,-4.52021,-0.722232
1.70322,1.71788,2.85324,-0.543649,-4.53408,-0.728012
1.70155,1.7093,2.89238,-0.592341,-4.54814,-0.733267
1.69914,1.70086,2.93135,-0.638001,-4.5624,-0.737995
1.69599,1.69258,2.97015,-0.680629,-4.57684,-0.742197
1.69211,1.68445,3.00878,-0.720224,-4.59148,-0.745873
1.68749,1.67646,3.04724,-0.756788,-4.60632,-0.749023
1.68214,1.66863,3.08553,-0.79032,-4.62134,-0.751647
1.67605,1.66095,3.12365,-0.82082,-4.63656,-0.753744
1.66922,1.65342,3.16159,-0.848288,-4.65197,-0.755316
1.66166,1.64604,3.19937,-0.872723,-4.66757,-0.756361
1.65337,1.63881,3.23698,-0.894127,-4.68336,-0.75688
1.64434,1.63172,3.27441,-0.912499,-4.69935,-0.756873
1.63457,1.62479,3.31168,-0.927839,-4.71553,-0.75634
1.62407,1.61802,3.34877,-0.940146,-4.7319,-0.755281
1.61284,1.61139,3.38569,-0.949422,-4.74846,-0.753695
