x,y,z,nx,ny,nz
1.69629,0.781321,1.92973,-0.6424,-4.4422,-0.823584
1.68776,0.775247,1.96824,-0.65564,-4.43075,-0.826209
1.67802,0.76929,2.00663,-0.669142,-4.41758,-0.829323
1.66707,0.763448,2.0449,-0.682906,-4.40268,-0.832929
1.65492,0.757724,2.08305,-0.696931,-4.38605,-0.837024
1.64156,0.752115,2.12108,-0.711219,-4.36769,-0.841611
1.62699,0.746622,2.159,-0.725768,-4.34761,-0.846687
1.61122,0.741246,2.19679,-0.74058,-4.3258,-0.852254
1.59424,0.735986,2.23447,-0.755653,-4.30226,-0.858312
1.57606,0.730842,2.27202,-0.770988,-4.27699,-0.86486
1.55667,0.725814,2.30946,-0.786584,-4.25,-0.871898
1.53694,0.720762,2.34689,-0.801094,-4.22253,-0.878727
1.51774,0.715544,2.38446,-0.813168,-4.19583,-0.884645
1.49907,0.710161,2.42214,-0.822806,-4.16989,-0.889653
1.48093,0.704612,2.45994,-0.830008,-4.14473,-0.893751
1.46332,0.698898,2.49787,-0.834774,-4.12033,-0.896938
1.44625,0.693018,2.53592,-0.837104,-4.09671,-0.899216
1.4297,0.686972,2.57409,-0.836998,-4.07386,-0.900583
1.41368,0.680761,2.61239,-0.834457,-4.05177,-0.90104
1.3982,0.674385,2.65081,-0.829479,-4.03045,-0.900587
1.38324,0.667843,2.68935,-0.822065,-4.00991,-0.899223
1.36881,0.661135,2.72801,-0.812216,-3.99013,-0.896949
1.35492,0.654262,2.76679,-0.799931,-3.97113,-0.893765
1.34155,0.647224,2.8057,-0.785209,-3.95289,-0.889671
1.32872,0.64002,2.84473,-0.768052,-3.93542,-0.884667
1.31641,0.63265,2.88388,-0.748459,-3.91872,-0.878752
1.30464,0.625115,2.92316,-0.72643,-3.9028,-0.871927
1.29339,0.617414,2.96256,-0.701965,-3.88764,-0.864192
1.28268,0.609548,3.00208,-0.675064,-3.87325,-0.855547
1.27249,0.601516,3.04172,-0.645727,-3.85963,-0.845991
1.26284,0.593319,3.08148,-0.613955,-3.84678,-0.835526
1.25371,0.584956,3.12137,-0.579746,-3.8347,-0.82415
1.24512,0.576428,3.16138,-0.543102,-3.82339,-0.811863
1.23706,0.567734,3.20151,-0.504021,-3.81285,-0.798667
1.22952,0.558874,3.24177,-0.462505,-3.80308,-0.78456
1.22252,0.549849,3.28214,-0.418552,-3.79407,-0.769543
1.21619,0.540917,3.32253,-0.374722,-3.78719,-0.754039
1.21067,0.532334,3.36282,-0.333572,-3.78379,-0.738469
1.20596,0.524102,3.40301,-0.295102,-3.78386,-0.722833
1.20206,0.51622,3.4431,-0.259312,-3.7874,-0.707133
1.19897,0.508687,3.48309,-0.226203,-3.79441,-0.691367
1.19669,0.501505,3.52298,-0.195773,-3.8049,-0.675536
1.19522,0.494673,3.56277,-0.168024,-3.81887,-0.65964
1.19457,0.488192,3.60246,-0.142954,-3.83631,-0.643679
1.19472,0.48206,3.64205,-0.120565,-3.85722,-0.627652
1.19569,0.476278,3.68153,-0.100856,-3.88161,-0.61156
1.19746,0.470847,3.72092,-0.083827,-3.90947,-0.595402
1.20005,0.465765,3.76021,-0.0694782,-3.9408,-0.57918
1.20345,0.461034,3.7994,-0.0578095,-3.97561,-0.562892
1.20766,0.456653,3.83849,-0.0488208,-4.01389,-0.546539
1.21268,0.452622,3.87748,-0.0425124,-4.05565,-0.530121
1.21851,0.448941,3.91637,-0.038884,-4.10088,-0.513637
1.22515,0.44561,3.95516,-0.0379357,-4.14958,-0.497088
1.2326,0.44263,3.99385,-0.0396676,-4.20176,-0.480474
1.24086,0.439999,4.03244,-0.0440796,-4.25741,-0.463795
1.24994,0.437718,4.07093,-0.0511717,-4.31654,-0.44705
1.25982,0.435788,4.10932,-0.060944,-4.37914,-0.43024
1.27052,0.434208,4.14761,-0.0733963,-4.44522,-0.413365
1.28202,0.432978,4.1858,-0.0885288,-4.51477,-0.396424
1.29434,0.432098,4.22389,-0.106341,-4.58779,-0.379419
1.53688,0.983752,0.35337,-0.954813,-3.78288,-0.223255
1.53804,0.98036,0.391089,-0.905489,-3.81901,-0.278561
1.53956,0.976779,0.428918,-0.858814,-3.85426,-0.331399
1.54144,0.973009,0.466857,-0.814788,-3.88861,-0.381767
1.54368,0.96905,0.504905,-0.773411,-3.92207,-0.429666
1.54629,0.964902,0.543063,-0.734683,-3.95464,-0.475096
1.54925,0.960565,0.581331,-0.698603,-3.98633,-0.518057
1.55259,0.956038,0.619709,-0.665173,-4.01712,-0.558548
1.55628,0.951323,0.658196,-0.634391,-4.04702,-0.596571
1.56034,0.946419,0.696793,-0.606259,-4.07604,-0.632124
1.56476,0.941326,0.735499,-0.580775,-4.10416,-0.665208
1.56954,0.936044,0.774316,-0.55794,-4.13139,-0.695822
1.57468,0.930572,0.813242,-0.537754,-4.15774,-0.723967
1.58019,0.924912,0.852277,-0.520217,-4.18319,-0.749644
1.58606,0.919062,0.891423,-0.505329,-4.20776,-0.772851
1.59229,0.913024,0.930678,-0.49309,-4.23143,-0.793588
1.59889,0.906796,0.970042,-0.483499,-4.25421,-0.811857
1.60585,0.90038,1.00952,-0.476558,-4.27611,-0.827656
1.61317,0.893774,1.0491,-0.472265,-4.29711,-0.840986
1.62085,0.88698,1.08879,-0.470622,-4.31723,-0.851847
1.6289,0.879996,1.1286,-0.471627,-4.33645,-0.860239
1.63731,0.872823,1.16851,-0.475281,-4.35479,-0.866161
1.64608,0.865462,1.20853,-0.481584,-4.37223,-0.869614
1.65521,0.857911,1.24867,-0.490536,-4.38879,-0.870598
1.66471,0.850171,1.28891,-0.502137,-4.40445,-0.869113
1.67457,0.842242,1.32926,-0.516387,-4.41923,-0.865158
1.68401,0.834286,1.36961,-0.5318,-4.43271,-0.860206
1.69224,0.826462,1.40983,-0.54689,-4.44449,-0.855728
1.69927,0.818772,1.44992,-0.561658,-4.45457,-0.851724
1.70509,0.811216,1.4899,-0.576103,-4.46295,-0.848194
1.7097,0.803793,1.52974,-0.590226,-4.46964,-0.845138
1.71311,0.796503,1.56947,-0.604026,-4.47462,-0.842556
1.71531,0.789346,1.60907,-0.617503,-4.4779,-0.840448
1.71631,0.782323,1.64855,-0.630658,-4.47949,-0.838815
1.7161,0.775433,1.6879,-0.64349,-4.47937,-0.837655
1.71468,0.768677,1.72713,-0.655999,-4.47755,-0.836969
1.71206,0.762054,1.76623,-0.668186,-4.47404,-0.836757
1.70823,0.755564,1.80521,-0.680051,-4.46882,-0.837019
1.7032,0.749208,1.84407,-0.691592,-4.46191,-0.837756
1.69696,0.742984,1.8828,-0.702811,-4.4533,-0.838966
1.68951,0.736895,1.92141,-0.713708,-4.44298,-0.84065
1.68086,0.730938,1.9599,-0.724282,-4.43097,-0.842809
1.671,0.725115,1.99826,-0.734533,-4.41726,-0.845441
1.65993,0.719426,2.03649,-0.744462,-4.40185,-0.848547
1.64766,0.71387,2.07461,-0.754068,-4.38473,-0.852128
1.63418,0.708447,2.1126,-0.763351,-4.36592,-0.856182
1.6195,0.703157,2.15046,-0.772312,-4.34541,-0.860711
1.60361,0.698001,2.1882,-0.78095,-4.3232,-0.865713
1.58652,0.692978,2.22582,-0.789266,-4.29929,-0.87119
1.56822,0.688089,2.26331,-0.797258,-4.27368,-0.877141
1.54871,0.683333,2.30068,-0.804929,-4.24637,-0.883565
1.52888,0.678557,2.33805,-0.811354,-4.21857,-0.889788
1.5096,0.673608,2.37556,-0.815613,-4.19147,-0.895133
1.49087,0.668486,2.41319,-0.817705,-4.16509,-0.8996
1.47269,0.663191,2.45096,-0.817629,-4.13942,-0.90319
1.45507,0.657724,2.48886,-0.815387,-4.11446,-0.905902
1.43801,0.652083,2.52689,-0.810978,-4.0902,-0.907736
1.42149,0.64627,2.56505,-0.804402,-4.06666,-0.908692
1.40553,0.640283,2.60334,-0.795659,-4.04383,-0.908771
1.39012,0.634124,2.64176,-0.784749,-4.02171,-0.907971
1.37527,0.627792,2.68032,-0.771672,-4.0003,-0.906294
1.36097,0.621287,2.71901,-0.756428,-3.97959,-0.90374
1.34722,0.614609,2.75782,-0.739017,-3.9596,-0.900307
1.33403,0.607758,2.79677,-0.71944,-3.94032,-0.895997
1.32139,0.600734,2.83585,-0.697695,-3.92175,-0.890809
1.3093,0.593537,2.87507,-0.673783,-3.90389,-0.884743
1.29776,0.586167,2.91441,-0.647705,-3.88674,-0.8778
1.28678,0.578624,2.95389,-0.619459,-3.8703,-0.869979
1.27636,0.570909,2.99349,-0.589047,-3.85458,-0.86128
1.26648,0.56302,3.03323,-0.556467,-3.83956,-0.851703
1.25716,0.554959,3.0731,-0.521721,-3.82525,-0.841249
1.24839,0.546724,3.1131,-0.484807,-3.81165,-0.829916
1.24018,0.538317,3.15323,-0.445727,-3.79876,-0.817707
1.23251,0.529737,3.1935,-0.40448,-3.78658,-0.804619
1.22541,0.520983,3.23389,-0.361066,-3.77512,-0.790653
1.21885,0.512057,3.27442,-0.315484,-3.76436,-0.77581
1.21296,0.503202,3.31496,-0.270322,-3.7558,-0.760483
1.20786,0.494661,3.3554,-0.228163,-3.75091,-0.745065
1.20354,0.486434,3.39575,-0.189007,-3.74969,-0.729558
1.2,0.478522,3.43599,-0.152856,-3.75216,-0.713959
1.19724,0.470924,3.47614,-0.119708,-3.75829,-0.698271
1.19526,0.46364,3.51619,-0.089564,-3.76811,-0.682492
1.19407,0.456671,3.55614,-0.0624237,-3.78159,-0.666623
1.19366,0.450016,3.59598,-0.0382871,-3.79876,-0.650664
1.19403,0.443676,3.63573,-0.0171543,-3.8196,-0.634614
1.19519,0.43765,3.67538,0.000974844,-3.84411,-0.618474
1.19713,0.431938,3.71494,0.0161002,-3.8723,-0.602243
1.19984,0.426541,3.75439,0.0282219,-3.90416,-0.585923
1.20335,0.421458,3.79374,0.0373398,-3.9397,-0.569512
1.20763,0.416689,3.83299,0.043454,-3.97892,-0.55301
1.2127,0.412235,3.87215,0.0465644,-4.02181,-0.536419
1.21855,0.408095,3.91121,0.0466711,-4.06838,-0.519737
1.22518,0.404269,3.95016,0.0437741,-4.11862,-0.502964
1.23259,0.400758,3.98902,0.0378733,-4.17253,-0.486102
1.24079,0.397561,4.02778,0.0289688,-4.23013,-0.469149
1.24977,0.394679,4.06644,0.0170605,-4.29139,-0.452105
1.25953,0.392111,4.105,0.00214857,-4.35634,-0.434972
1.27007,0.389857,4.14346,-0.0157671,-4.42495,-0.417748
1.2814,0.387918,4.18182,-0.0366866,-4.49725,-0.400434
1.29351,0.386293,4.22008,-0.0606098,-4.57322,-0.383029
1.52734,0.94615,0.351229,-0.953793,-3.73738,-0.204829
1.529,0.94237,0.388379,-0.90164,-3.77903,-0.263515
1.531,0.93841,0.425663,-0.852511,-3.81952,-0.319585
1.53333,0.934271,0.463083,-0.806408,-3.85886,-0.37304
1.536,0.929954,0.500638,-0.763331,-3.89704,-0.423878
1.539,0.925458,0.538327,-0.723279,-3.93407,-0.472101
1.54233,0.920783,0.576152,-0.686252,-3.96994,-0.517708
1.546,0.91593,0.614113,-0.65225,-4.00465,-0.560699
1.55,0.910897,0.652208,-0.621274,-4.03821,-0.601075
1.55434,0.905686,0.690438,-0.593323,-4.07061,-0.638834
1.55901,0.900296,0.728804,-0.568397,-4.10186,-0.673978
1.56402,0.894727,0.767304,-0.546497,-4.13195,-0.706507
1.56936,0.888979,0.80594,-0.527622,-4.16089,-0.736419
1.57503,0.883053,0.844711,-0.511772,-4.18867,-0.763716
1.58104,0.876947,0.883616,-0.498948,-4.21529,-0.788396
1.58738,0.870663,0.922657,-0.489149,-4.24076,-0.810461
1.59406,0.8642,0.961834,-0.482376,-4.26507,-0.829911
1.60107,0.857558,1.00114,-0.478627,-4.28823,-0.846744
1.60842,0.850738,1.04059,-0.477905,-4.31023,-0.860962
1.6161,0.843738,1.08017,-0.480207,-4.33107,-0.872564
1.62411,0.83656,1.11989,-0.485535,-4.35076,-0.88155
1.63246,0.829203,1.15974,-0.493888,-4.36929,-0.88792
1.64115,0.821667,1.19973,-0.505266,-4.38667,-0.891675
1.65016,0.813953,1.23985,-0.51967,-4.40289,-0.892814
1.65952,0.806059,1.28011,-0.537099,-4.41796,-0.891337
1.6692,0.797987,1.3205,-0.557554,-4.43186,-0.887244
1.67846,0.7899,1.36089,-0.579067,-4.44436,-0.882072
1.68651,0.781964,1.40116,-0.599674,-4.45518,-0.877358
1.69336,0.774178,1.4413,-0.619373,-4.46434,-0.873102
1.69902,0.766542,1.48131,-0.638166,-4.47182,-0.869303
1.70347,0.759056,1.52119,-0.656051,-4.47762,-0.865961
1.70672,0.751721,1.56094,-0.673029,-4.48176,-0.863078
1.70878,0.744536,1.60056,-0.689101,-4.48423,-0.860651
1.70963,0.737501,1.64006,-0.704265,-4.48502,-0.858683
1.70929,0.730616,1.67943,-0.718522,-4.48414,-0.857172
1.70774,0.723881,1.71866,-0.731872,-4.48159,-0.856119
1.705,0.717297,1.75777,-0.744315,-4.47737,-0.855523
1.70105,0.710862,1.79675,-0.755851,-4.47148,-0.855385
1.69591,0.704578,1.8356,-0.766479,-4.46391,-0.855704
1.68956,0.698445,1.87433,-0.776201,-4.45468,-0.856482
1.68201,0.692461,1.91292,-0.785016,-4.44377,-0.857716
1.67327,0.686628,1.95139,-0.792923,-4.43119,-0.859409
1.66332,0.680945,1.98972,-0.799924,-4.41694,-0.861559
1.65218,0.675412,2.02793,-0.806017,-4.40101,-0.864166
1.63984,0.670029,2.06601,-0.811204,-4.38342,-0.867231
1.62629,0.664796,2.10396,-0.815483,-4.36415,-0.870754
1.61155,0.659714,2.14178,-0.818855,-4.34321,-0.874735
1.5956,0.654782,2.17948,-0.82132,-4.3206,-0.879173
1.57846,0.65,2.21704,-0.822878,-4.29632,-0.884068
1.56011,0.645368,2.25448,-0.823529,-4.27037,-0.889422
1.54057,0.640887,2.29179,-0.823273,-4.24274,-0.895232
1.52071,0.636391,2.3291,-0.821615,-4.21461,-0.900849
1.50143,0.631715,2.36655,-0.818058,-4.18712,-0.905621
1.48272,0.626859,2.40415,-0.812604,-4.16029,-0.909548
1.46458,0.621824,2.44188,-0.805251,-4.13411,-0.912629
1.44702,0.616609,2.47975,-0.796001,-4.10858,-0.914865
1.43003,0.611214,2.51777,-0.784852,-4.0837,-0.916256
1.41361,0.605639,2.55592,-0.771806,-4.05947,-0.916801
1.39777,0.599885,2.59421,-0.756861,-4.03589,-0.916501
1.3825,0.593951,2.63265,-0.740019,-4.01296,-0.915356
1.36781,0.587837,2.67122,-0.721279,-3.99068,-0.913366
1.35368,0.581543,2.70993,-0.70064,-3.96906,-0.91053
1.34014,0.57507,2.74879,-0.678104,-3.94808,-0.906849
1.32716,0.568417,2.78778,-0.65367,-3.92776,-0.902323
1.31476,0.561585,2.82692,-0.627338,-3.90809,-0.896951
1.30293,0.554572,2.86619,-0.599107,-3.88906,-0.890735
1.29168,0.54738,2.9056,-0.568979,-3.87069,-0.883673
1.281,0.540008,2.94516,-0.536953,-3.85297,-0.875765
1.2709,0.532456,2.98485,-0.503029,-3.8359,-0.867013
1.26136,0.524725,3.02468,-0.467207,-3.81949,-0.857415
1.2524,0.516814,3.06466,-0.429487,-3.80372,-0.846972
1.24402,0.508723,3.10477,-0.389868,-3.7886,-0.835683
1.23621,0.500452,3.14503,-0.348352,-3.77414,-0.82355
1.22897,0.492002,3.18542,-0.304938,-3.76032,-0.810571
1.2223,0.483372,3.22595,-0.259626,-3.74716,-0.796747
1.21621,0.474562,3.26663,-0.212416,-3.73465,-0.782077
1.21078,0.465801,3.30732,-0.165921,-3.7244,-0.766927
1.20611,0.457316,3.34792,-0.122753,-3.71803,-0.751662
1.20218,0.449108,3.38842,-0.0829126,-3.71553,-0.736282
1.199,0.441177,3.42882,-0.0463994,-3.71691,-0.720786
1.19658,0.433522,3.46912,-0.0132135,-3.72217,-0.705175
1.1949,0.426143,3.50933,0.0166451,-3.73131,-0.689448
1.19398,0.419042,3.54943,0.0431762,-3.74432,-0.673606
1.1938,0.412217,3.58944,0.0663801,-3.76121,-0.657649
1.19438,0.405668,3.62935,0.0862566,-3.78197,-0.641576
1.19571,0.399396,3.66916,0.102806,-3.80661,-0.625388
1.19779,0.393401,3.70888,0.116027,-3.83513,-0.609084
1.20062,0.387682,3.74849,0.125922,-3.86753,-0.592666
1.2042,0.38224,3.78801,0.132489,-3.9038,-0.576131
1.20853,0.377075,3.82743,0.135729,-3.94395,-0.559482
1.21361,0.372186,3.86675,0.135641,-3.98797,-0.542717
1.21944,0.367574,3.90598,0.132226,-4.03587,-0.525836
1.22602,0.363238,3.9451,0.125484,-4.08765,-0.508841
1.23336,0.359179,3.98413,0.115414,-4.14331,-0.491729
1.24144,0.355396,4.02306,0.102017,-4.20284,-0.474503
1.25028,0.351891,4.06189,0.0852928,-4.26625,-0.457161
1.25987,0.348661,4.10062,0.0652411,-4.33353,-0.439704
1.2702,0.345709,4.13926,0.0418621,-4.40469,-0.422131
1.28129,0.343033,4.17779,0.0151557,-4.47973,-0.404443
1.29313,0.340633,4.21623,-0.0148781,-4.55865,-0.38664
1.51781,0.909004,0.349273,-0.952773,-3.69187,-0.186404
1.52001,0.904779,0.385819,-0.89779,-3.73904,-0.248469
1.52251,0.900388,0.422526,-0.846208,-3.78478,-0.307772
1.52531,0.895832,0.459396,-0.798029,-3.82911,-0.364312
1.52841,0.891109,0.496428,-0.753251,-3.87201,-0.41809
1.53182,0.88622,0.533621,-0.711874,-3.91349,-0.469106
1.53553,0.881166,0.570977,-0.6739,-3.95355,-0.517359
1.53954,0.875945,0.608495,-0.639327,-3.99218,-0.56285
1.54385,0.870559,0.646174,-0.608156,-4.0294,-0.605579
1.54847,0.865007,0.684016,-0.580387,-4.06519,-0.645545
1.55339,0.859289,0.72202,-0.556019,-4.09956,-0.682749
1.55861,0.853404,0.760186,-0.535054,-4.13251,-0.717191
1.56413,0.847354,0.798513,-0.51749,-4.16404,-0.74887
1.56996,0.841138,0.837003,-0.503328,-4.19414,-0.777788
1.57608,0.834757,0.875655,-0.492567,-4.22283,-0.803942
1.58251,0.828209,0.914468,-0.485209,-4.25009,-0.827335
1.58924,0.821495,0.953444,-0.481252,-4.27593,-0.847965
1.59628,0.814615,0.992582,-0.480697,-4.30034,-0.865832
1.60361,0.80757,1.03188,-0.483544,-4.32334,-0.880938
1.61125,0.800358,1.07134,-0.489792,-4.34491,-0.893281
1.61919,0.792981,1.11097,-0.499443,-4.36507,-0.902862
1.62743,0.785438,1.15075,-0.512495,-4.3838,-0.90968
1.63597,0.777728,1.1907,-0.528948,-4.40111,-0.913736
1.64482,0.769853,1.23081,-0.548804,-4.41699,-0.91503
1.65397,0.761812,1.27108,-0.572061,-4.43146,-0.913561
1.66342,0.753605,1.31152,-0.598721,-4.4445,-0.90933
1.67243,0.745399,1.35196,-0.626335,-4.45601,-0.903939
1.68025,0.737359,1.39228,-0.652458,-4.46588,-0.898988
1.68688,0.729486,1.43246,-0.677089,-4.4741,-0.894479
1.69232,0.72178,1.47251,-0.700228,-4.48068,-0.890411
1.69658,0.71424,1.51243,-0.721877,-4.48561,-0.886784
1.69965,0.706868,1.55221,-0.742033,-4.4889,-0.883599
1.70153,0.699662,1.59186,-0.760698,-4.49055,-0.880854
1.70222,0.692623,1.63137,-0.777872,-4.49055,-0.878551
1.70173,0.68575,1.67076,-0.793554,-4.48891,-0.876689
1.70004,0.679045,1.71001,-0.807744,-4.48563,-0.875268
1.69717,0.672506,1.74912,-0.820443,-4.4807,-0.874289
1.69311,0.666134,1.78811,-0.831651,-4.47413,-0.87375
1.68787,0.659929,1.82696,-0.841367,-4.46592,-0.873653
1.68143,0.653891,1.86567,-0.849591,-4.45606,-0.873997
1.67381,0.648019,1.90426,-0.856324,-4.44455,-0.874782
1.665,0.642315,1.94271,-0.861565,-4.43141,-0.876009
1.655,0.636777,1.98103,-0.865315,-4.41662,-0.877676
1.64381,0.631406,2.01921,-0.867573,-4.40018,-0.879785
1.63144,0.626201,2.05726,-0.86834,-4.3821,-0.882335
1.61787,0.621164,2.09518,-0.867615,-4.36238,-0.885326
1.60312,0.616293,2.13297,-0.865399,-4.34102,-0.888758
1.58719,0.611589,2.17062,-0.861691,-4.31801,-0.892632
1.57006,0.607052,2.20814,-0.856491,-4.29335,-0.896947
1.55175,0.602681,2.24552,-0.8498,-4.26706,-0.901702
1.53224,0.598478,2.28278,-0.841618,-4.23911,-0.9069
1.51244,0.594265,2.32004,-0.831875,-4.21065,-0.911911
1.49323,0.589865,2.35744,-0.820503,-4.18277,-0.916109
1.47462,0.58528,2.395,-0.807503,-4.15549,-0.919495
1.45659,0.580509,2.43271,-0.792873,-4.1288,-0.922068
1.43915,0.575552,2.47056,-0.776614,-4.1027,-0.923828
1.42231,0.570409,2.50856,-0.758726,-4.07719,-0.924775
1.40606,0.565081,2.54671,-0.73921,-4.05227,-0.92491
1.3904,0.559566,2.58501,-0.718064,-4.02795,-0.924232
1.37532,0.553865,2.62346,-0.695289,-4.00421,-0.922741
1.36085,0.547978,2.66205,-0.670885,-3.98107,-0.920437
1.34696,0.541906,2.70079,-0.644853,-3.95852,-0.91732
1.33366,0.535647,2.73969,-0.617191,-3.93656,-0.913391
1.32095,0.529202,2.77873,-0.5879,-3.91519,-0.908648
1.30884,0.522572,2.81791,-0.55698,-3.89442,-0.903093
1.29732,0.515756,2.85725,-0.524431,-3.87423,-0.896726
1.28639,0.508753,2.89674,-0.490254,-3.85464,-0.889545
1.27604,0.501565,2.93637,-0.454447,-3.83564,-0.881552
1.2663,0.494191,2.97615,-0.417011,-3.81723,-0.872746
1.25714,0.48663,3.01608,-0.377946,-3.79941,-0.863127
1.24857,0.478884,3.05616,-0.337252,-3.78219,-0.852695
1.24059,0.470952,3.09639,-0.29493,-3.76555,-0.84145
1.23321,0.462834,3.13676,-0.250978,-3.74951,-0.829393
1.22642,0.45453,3.17729,-0.205397,-3.73406,-0.816523
1.22021,0.44604,3.21796,-0.158187,-3.7192,-0.80284
1.2146,0.437364,3.25878,-0.109348,-3.70493,-0.788344
1.20965,0.428714,3.29962,-0.0615206,-3.693,-0.773372
1.2054,0.4203,3.34037,-0.0173437,-3.68515,-0.758259
1.20188,0.412124,3.38102,0.0231822,-3.68137,-0.743006
1.19907,0.404184,3.42158,0.0600572,-3.68167,-0.727612
1.19698,0.396481,3.46204,0.0932811,-3.68605,-0.712078
1.1956,0.389014,3.5024,0.122854,-3.69451,-0.696404
1.19494,0.381785,3.54266,0.148776,-3.70704,-0.680589
1.19499,0.374792,3.58283,0.171047,-3.72366,-0.664634
1.19576,0.368036,3.6229,0.189667,-3.74435,-0.648538
1.19724,0.361517,3.66288,0.204637,-3.76912,-0.632302
1.19945,0.355235,3.70275,0.215955,-3.79796,-0.615925
1.20236,0.34919,3.74253,0.223622,-3.83089,-0.599408
1.206,0.343382,3.78222,0.227638,-3.86789,-0.582751
1.21035,0.33781,3.82181,0.228004,-3.90897,-0.565953
1.21541,0.332475,3.8613,0.224718,-3.95413,-0.549015
1.22119,0.327377,3.90069,0.217781,-4.00337,-0.531936
1.22769,0.322516,3.93999,0.207194,-4.05668,-0.514717
1.2349,0.317892,3.97918,0.192955,-4.11408,-0.497357
1.24283,0.313504,4.01829,0.175066,-4.17555,-0.479857
1.25147,0.309354,4.05729,0.153525,-4.2411,-0.462217
1.26083,0.30544,4.0962,0.128334,-4.31073,-0.444436
1.27091,0.301763,4.13501,0.0994913,-4.38443,-0.426515
1.2817,0.298323,4.17373,0.0669979,-4.46221,-0.408453
1.29321,0.29512,4.21235,0.0308536,-4.54407,-0.390251
1.50828,0.872313,0.347501,-0.951753,-3.64637,-0.167978
1.51105,0.867589,0.383409,-0.89394,-3.69905,-0.233423
1.51408,0.862714,0.419508,-0.839906,-3.75005,-0.295958
1.51737,0.857689,0.455797,-0.789649,-3.79936,-0.355584
1.52093,0.852514,0.492276,-0.74317,-3.84698,-0.412302
1.52476,0.847188,0.528945,-0.70047,-3.89291,-0.46611
1.52885,0.841712,0.565805,-0.661548,-3.93716,-0.51701
1.53321,0.836086,0.602856,-0.626404,-3.97971,-0.565001
1.53784,0.830309,0.640096,-0.595038,-4.02058,-0.610083
1.54273,0.824382,0.677527,-0.567451,-4.05977,-0.652256
1.54789,0.818304,0.715149,-0.543642,-4.09726,-0.69152
1.55332,0.812077,0.75296,-0.523611,-4.13307,-0.727876
1.55901,0.805698,0.790962,-0.507358,-4.16719,-0.761322
1.56496,0.79917,0.829155,-0.494883,-4.19962,-0.791859
1.57119,0.792491,0.867538,-0.486187,-4.23036,-0.819488
1.57768,0.785661,0.906111,-0.481269,-4.25942,-0.844208
1.58444,0.778682,0.944874,-0.480129,-4.28678,-0.866019
1.59146,0.771551,0.983828,-0.482767,-4.31246,-0.884921
1.59875,0.764271,1.02297,-0.489183,-4.33645,-0.900914
1.6063,0.75684,1.06231,-0.499378,-4.35876,-0.913998
1.61412,0.749259,1.10183,-0.51335,-4.37937,-0.924173
1.62221,0.741527,1.14155,-0.531101,-4.3983,-0.931439
1.63057,0.733645,1.18145,-0.552631,-4.41554,-0.935797
1.63919,0.725613,1.22155,-0.577938,-4.43109,-0.937245
1.64807,0.71743,1.26184,-0.607024,-4.44496,-0.935785
1.65723,0.709097,1.30231,-0.639887,-4.45714,-0.931416
1.66593,0.70078,1.34282,-0.673602,-4.46766,-0.925805
1.67346,0.692647,1.38318,-0.705241,-4.47657,-0.920618
1.67982,0.684696,1.42341,-0.734804,-4.48386,-0.915857
1.68501,0.676928,1.4635,-0.762291,-4.48954,-0.91152
1.68903,0.669344,1.50345,-0.787702,-4.4936,-0.907607
1.69188,0.661943,1.54327,-0.811037,-4.49605,-0.90412
1.69356,0.654725,1.58295,-0.832296,-4.49688,-0.901057
1.69408,0.647689,1.62249,-0.851479,-4.49609,-0.89842
1.69342,0.640837,1.66189,-0.868586,-4.49369,-0.896207
1.69159,0.634168,1.70116,-0.883617,-4.48967,-0.894418
1.68859,0.627683,1.74029,-0.896572,-4.48403,-0.893055
1.68442,0.62138,1.77928,-0.907451,-4.47678,-0.892116
1.67908,0.61526,1.81813,-0.916254,-4.46792,-0.891602
1.67257,0.609323,1.85685,-0.922981,-4.45744,-0.891513
1.66489,0.60357,1.89542,-0.927632,-4.44534,-0.891848
1.65604,0.598,1.93387,-0.930207,-4.43162,-0.892609
1.64602,0.592612,1.97217,-0.930706,-4.4163,-0.893794
1.63483,0.587408,2.01034,-0.929129,-4.39935,-0.895404
1.62247,0.582387,2.04836,-0.925476,-4.38079,-0.897438
1.60894,0.577549,2.08625,-0.919747,-4.36061,-0.899898
1.59424,0.572894,2.12401,-0.911942,-4.33882,-0.902782
1.57837,0.568422,2.16162,-0.902061,-4.31541,-0.906091
1.56133,0.564133,2.1991,-0.890104,-4.29038,-0.909825
1.54312,0.560027,2.23644,-0.876071,-4.26374,-0.913983
1.52374,0.556105,2.27365,-0.859962,-4.23549,-0.918567
1.50407,0.552178,2.31086,-0.842135,-4.20669,-0.922972
1.48502,0.548059,2.34823,-0.822949,-4.17842,-0.926597
1.46657,0.543749,2.38576,-0.802402,-4.15069,-0.929442
1.44872,0.539248,2.42344,-0.780495,-4.12349,-0.931507
1.43148,0.534555,2.46128,-0.757228,-4.09682,-0.932791
1.41485,0.52967,2.49927,-0.7326,-4.07068,-0.933295
1.39883,0.524594,2.53742,-0.706613,-4.04508,-0.933019
1.38341,0.519326,2.57573,-0.679266,-4.02,-0.931962
1.3686,0.513867,2.61419,-0.650559,-3.99546,-0.930125
1.35439,0.508216,2.65281,-0.620492,-3.97146,-0.927508
1.34079,0.502373,2.69159,-0.589065,-3.94798,-0.92411
1.32779,0.496339,2.73052,-0.556277,-3.92504,-0.919932
1.3154,0.490113,2.76961,-0.52213,-3.90263,-0.914974
